"DSI
Load","DSI
Plnt","DSI
Tran Date","Oracle
Recv Date","DSI
Wt","Oracle
Wt","DSI
Item","Oracle
PO#","Oracle 
Bf","Oracle
Snf","DSI Supplier
Name","DSI
Supl Loc",DSI User,"DSI Last
Update Date"
211755,761,04-AUG-20,04-AUG-20,48980,48980,740422,451763,176.328,"16,467.076",AMPI - Sanborn,22-7,CTVAUGHAN,03-AUG-20
